comment_id,comment_text,segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
13781,"@pdamsuryasembada air mati ,gak ngalir 3 hari, tp CS kalian parah, matiin trlepon, ditanya updatenya hah hoh hah hoh, kayak orang linglung gk paham masalahnha bahkan antar staff berbeda info padahal kalian dalam 1 tim, parahh!! Gimana airnya????!!!!!","tapi pelayanan pelanggan parah , mati telepon , ditanya pembaruan , linglung ga paham staff berbeda informasi","tapi layan langgan parah , mati telepon , tanya baru , linglung ga paham staff beda informasi",Pelayanan,Air Tidak Mengalir,0.31788437826656285
13782,"@pdamsuryasembada percuma gak ditanggapi, kalian kek cuma bisa komen ketik2 tapi actionnya 0 😂, ini aja loh aku telepon kalian gak diangkat2, parah kann, gimana bisa minta bantuan, kacauu !!!","tidak ditanggapi , komen ketik","tidak tanggap , komen ketik",Lainnya,Air Tidak Mengalir,0.5371859440429405
13785,"@pdamsuryasembada tadi diangkat lalu skrng mereka gak mau angkat karena gak mau melayani saya, ssya tsnya update mereka gak paham, gimana staff kalian nih, kacau gak ada manner 😂",lalu sekarang tidak angkat,lalu sekarang tidak angkat,Pelayanan,Air Tidak Mengalir,0.3993658552285634
13819,"Halo tolong ini di tmpt saya sudah sebulan susah air, tidak ada kepastiannya sampai kapan. Tolong di tindak lanjuti ini tmpt usaha sudah rugi2 karna tidak ada pdam masuk sebulan terakhir. CS TIDAK DAPAT DI HUBUNGI","halo sudah sebulan susah air , tidak ada sampai kapan . tindak usaha sudah rugi","halo sudah bulan susah air , tidak ada sampai kapan . tindak usaha sudah rugi",Air Tidak Mengalir,Lainnya,0.33871854793646194
13907,"Daerah kapas krampung kenapa gk keluar airnya,  sudah 3minggu gk keluar air sama sekali. Mau bersih2 pun susah, disuruh minta tangki gratis tapi gapunya wadah buat nampung air. Bayar gepernah telat air mati pun tetap ku bayar tagihannya😪",tapi wadah menampung air . bayar terlambat air mati tetap ku bayar tagihan,tapi wadah tampung air . bayar lambat air mati tetap ku bayar tagih,Harga,Air Tidak Mengalir,0.3219999767029247
13966,"haloooo petemon uda 2 minggu loh pdam ga sekenceng tahun lalu. tolonglah diupayakan, banyak warga yg mengeluh loh",petemon sudah loh pdam ga kencang,ton sudah loh pdam ga kencang,Lainnya,Air Tidak Mengalir,0.3001563881231838
13984,"Tolong, daerah Kramat, Wiyung ini air sudah lama kecil, saya tiap mau mandi harus emosi dulu. Sebelum mati air dulu lancar jaya yang tiap malam deras keluarnya, sekarang malam pun emosi, subuh pun apalagi makin emosi disaat royokan kamar mandi tapi saling tunggu karna air KECIL !",", daerah kramat , wiyung air sudah lama kecil , mandi harus emosi . mati air lancar jaya malam deras keluar , sekarang malam emosi , subuh emosi berebut kamar mandi",", daerah kramat , wiyung air sudah lama kecil , mandi harus emosi . mati air lancar jaya malam deras keluar , sekarang malam emosi , subuh emosi rebut kamar mandi",Air Tidak Mengalir,Lainnya,0.3757355990746456
13986,"Ayok gimana ini PDAM kok skrg tambah gak lancar airnya , ada apa yaa? Slalu bikin emosi aja, pdhal dulu lancar"" aja knpa skrg kok sprt ini?",padahal lancar sekarang ?,padahal lancar sekarang ?,Lainnya,Harga,0.34771439257511905
14026,SELAMA PROYEK PENGERUKAN BERARTI AIR MATI DONG MIN? BAYANGKAN BERAPA HARI PROYEK ITU AKAN SELESAI,akan selesai,akan selesai,Lainnya,Pelayanan,0.7492748650964844
14053,"Kedungrukem mati juga dong .. gini terus ngerugiin orang .. bayar telat denda, tapi air mati ga ada kompensasi","kedungrukem mati . gini rugi . bayar terlambat denda ,","kedungrukem mati . gin rugi . bayar lambat denda ,",Harga,Air Tidak Mengalir,0.5213941243312923
14053,"Kedungrukem mati juga dong .. gini terus ngerugiin orang .. bayar telat denda, tapi air mati ga ada kompensasi",tapi air mati ga ada kompensasi,tapi air mati ga ada kompensasi,Air Tidak Mengalir,Lainnya,0.5425888290393592
14083,Udah tau panas2 gini malah mati nih air sbnrnya ngapain sih dari malem wkwkwkkwwk alasan nya persiapan hujan teross,sudah panas gini mati air,sudah panas gin mati air,Air Tidak Mengalir,Lainnya,0.5620758689626948
14116,Weh petemon kok mati terus ya dilihat-lihat. Air mati tapi tagihan air jalan tuh gimana ceritanya min???!!!!,weh petemon mati dilihat lihat . air mati,weh ton mati lihat lihat . air mati,Air Tidak Mengalir,Lainnya,0.5640164806560294
14204,@bakulgedangsusu tidak bu/pak. Saat ini sedang normalisasi bertahap ke pelanggan krn tadi ada gangguan kelistrikan PLN di IPAM Karangpilang -,sedang normalisasi bertahap pelanggan,sedang normalisasi tahap langgan,Lainnya,Air Tidak Mengalir,0.36422535470541084
14286,Air PDAM wilayah Sidotopo Wetan Baru hanya keluar di malam hari mentok shubuh sudah berhenti...air tidak mengalir setiap saat ...Bayar telat pelanggan dikenakan denda...Sampai ada di fase capek bikin laporan...setelah ada perbaikan dari petugas yang datang air lancar besoknya kembali lagi tidak keluar di pagi sampai petang...Badan sakit semua karena harus begadang menantikan air PDAM yang keluar...😢😢😢,karena harus begadang air pdam keluar .,karena harus begadang air pdam keluar .,Air Tidak Mengalir,Kebocoran,0.3278804605607332
14299,"@pdamsuryasembada Sudah Sering saya laporan min..tp, makin kesini hanya seperti di PHP yang penting air lancar mengalir sewaktu-waktu kami sebagai pelanggan sudah sangat berterimakasih...🙏",sudah laporan admin .,sudah lapor admin .,Pelayanan,Air Kotor/Bau,0.5746066172650209
14358,"Ini tagihan air sy naik hampir 500%,sy sdh ke kantor PDAM dan disuruh menunggu hari Rabu kmrn,trus sy sdh diberi no petugas,dari kmn tdk ada kbr berita...hari ini sy telp jg tdk ada kbr","lalu sudah petugas , tidak ada kabar berita . telepon tidak ada kabar","lalu sudah tugas , tidak ada kabar berita . telepon tidak ada kabar",Pelayanan,Air Tidak Mengalir,0.45865076327804477
14396,"Kenapa sih PDAM surabaya tiapa ada proyek perbaikan selalu tagihan air jadi naik, kalian yg melakukan perbaikan kok customer yg harus menanggung kerugian kalian. Air daerah kedung mangu timur dr berbohong hari lalu airnya jadi kecil tapi tagihanny malah naik, tolong ya kalo ada proyek kerugian jangan d bebankan ke customer. Pagi ini di bulak banteng flamboyan tiba"" Airnya kecil kena dampak apa lagi nih","sih pdam surabaya ada proyek perbaikan selalu tagihan air naik , melakukan perbaikan pelanggan harus menanggung kerugian . air daerah kedung mangu timur berbohong","sih pdam surabaya ada proyek baik selalu tagih air naik , laku baik langgan harus tanggung rugi . air daerah kedung mangu timur bohong",Harga,Air Tidak Mengalir,0.3475646643857477
14396,"Kenapa sih PDAM surabaya tiapa ada proyek perbaikan selalu tagihan air jadi naik, kalian yg melakukan perbaikan kok customer yg harus menanggung kerugian kalian. Air daerah kedung mangu timur dr berbohong hari lalu airnya jadi kecil tapi tagihanny malah naik, tolong ya kalo ada proyek kerugian jangan d bebankan ke customer. Pagi ini di bulak banteng flamboyan tiba"" Airnya kecil kena dampak apa lagi nih",lalu air kecil,lalu air kecil,Air Tidak Mengalir,Air Kotor/Bau,0.5916448710739298
14396,"Kenapa sih PDAM surabaya tiapa ada proyek perbaikan selalu tagihan air jadi naik, kalian yg melakukan perbaikan kok customer yg harus menanggung kerugian kalian. Air daerah kedung mangu timur dr berbohong hari lalu airnya jadi kecil tapi tagihanny malah naik, tolong ya kalo ada proyek kerugian jangan d bebankan ke customer. Pagi ini di bulak banteng flamboyan tiba"" Airnya kecil kena dampak apa lagi nih","tapi tagihan naik , ada proyek kerugian beban pelanggan . pagi bulak banteng flamboyan air kecil kena dampak","tapi tagih naik , ada proyek rugi beban langgan . pagi bulak banteng flamboyan air kecil kena dampak",Harga,Lainnya,0.3252527833693675
14397,"@cakj1 masalah air di surabaya ini dari dulu ga perna beres, kota metropolitan tapi dari dulu masalah air ga perna beres. Mending PDAM surabaya ini di kelola pemkot aja",tapi air ga beres . lebih baik pdam surabaya kelola pemerintah kota,tapi air ga beres . lebih baik pdam surabaya kelola perintah kota,Lainnya,Air Kotor/Bau,0.2915940655293301
14414,"Bayar ngak boleh Telat,, tapi Debit air ngak lancar & Kualitas air  keruh ,, 😢","bayar ngga terlambat ,","bayar ngga lambat ,",Pelayanan,Lainnya,0.418981281136261
14414,"Bayar ngak boleh Telat,, tapi Debit air ngak lancar & Kualitas air  keruh ,, 😢","tapi debit air ngga lancar kualitas air keruh ,","tapi debit air ngga lancar kualitas air keruh ,",Air Kotor/Bau,Lainnya,0.6255462469293267
14418,"Mohon dibantu untuk reapon pemgaduan perbaikan di percepat karena  ketika kita telat bayar meski 1 bln juga kena denda,",mohon bantu respons pengaduan perbaikan cepat,mohon bantu respons adu baik cepat,Pelayanan,Lainnya,0.6355318434060233
14421,tiap bulan bayar air mahal tapi tidak perna dapat air,tapi tidak air,tapi tidak air,Air Tidak Mengalir,Lainnya,0.6136008159620039
14426,@pdamsuryasembada sudah mengadu via DM tapi tidak di respon pula,tapi tidak respon,tapi tidak respon,Pelayanan,Lainnya,0.5407089756870171
14442,"@cak_tinkmburikodam tidak diam mas , sudah pengaduan juga , tidak ada info ada kenaikan , langsung naik , dikira tidak ada petugas PDAM nge cek meteran , 2x bayar kok naik , nah yg ketiga naik , lalu telp ke PDAM , katanya naik karena NJOP PBB rumah di atas 100jt , jadi berubah golongan nya , jadi naik , iya benar naik nya 4x lipat 😌 air nya kotor , debit air kecil , kalau tetangga sebelah gunakan sanyo nya , malah tidak keluar setetes pun , malah adanya air kesedot 😂","karena njop pbb rumah juta , berubah golong nya , naik , benar naik nya lipat air nya kotor , debit air kecil , tetangga sebelah gunakan pompa air nya , tidak keluar tetea , air sedot","karena njop pbb rumah juta , ubah golong nya , naik , benar naik nya lipat air nya kotor , debit air kecil , tetangga belah guna pompa air nya , tidak keluar tetea , air sedot",Air Kotor/Bau,Harga,0.3877275775082629
14444,@dianrosita08 betul karena NJOP PBB..tp jaman dulu rumah memang besar tp dalam nya ga ada apa2nya mbak..😢apalagi rumah turun-temurun dr orang tua😢kenapa ga disurvei dulu pekerjaannya apa dan apa aja yg dirumah ..lah ini tiba tarifnya naik dan tagihan nya selangit...kami masyarakat kurang mampu ya keberatan mbak..,tapi dalam nya ga ada apanya mbak . rumah turun tua ga di survey kerja rumah . tarif naik tagihan nya selangit . masyarakat keberatan mbak .,tapi dalam nya ga ada apa mbak . rumah turun tua ga di survey kerja rumah . tarif naik tagih nya langit . masyarakat berat mbak .,Harga,Lainnya,0.31313459427387297
14455,"pak , tagihan baru muncul periode tgl 16 , tapi mau bayar tiba tiba kena biaya tunggakan gimana ini pak ?",", tagihan baru muncul periode tanggal ,",", tagih baru muncul periode tanggal ,",Harga,Lainnya,0.46892764215426364
14461,@arabilastoresurabaya betul..kenapa ya kok masyarakat nya diam aja padahal naiknya 100persen😢,. masyarakat nya diam,. masyarakat nya diam,Lainnya,Air Tidak Mengalir,0.6492942876465397
14481,@pdamsuryasembada cek DM.,cek pesan .,cek pesan .,Pelayanan,Lainnya,1.0
14482,@pdamsuryasembada cek dm,cek pesan,cek pesan,Pelayanan,Lainnya,1.0
14484,Uda pernah telpon katanya memang naik . Ditanya bayar pertahun PBB berapa saya bilang 235rb...katanya itu sudah masuk kriteria jadi memang dinaikkan..tp mbok ya jangan 100persen donk naiknya,tapi naik,tapi naik,Harga,Lainnya,0.7801377137284208
14495,Wah iya dong kan smp 29 sebelahan sama pdam. Alur nya diatur dan dijaga kualitasnya. Klo agak jauh :v mahal. Kmrn aja tau tau wastafel ku kluar air lumpurnya krn mati or perbaikan pipa. Tpi udh aman lagi skarang. Shock kmrn macam liat film horror bau lumpur,kan sampai sebelah pdam . alur nya atur jaga kualitas . agak mahal . wastafel ku keluar air lumpur,kan sampai belah pdam . alur nya atur jaga kualitas . agak mahal . wastafel ku keluar air lumpur,Air Tidak Mengalir,Lainnya,0.3145507132178781
14547,"Proyek U ditch alias drainase di Mulyosari estimasi pengerjaan 1 bulan molor sampai masuk bulan ketiga, aliran air warga sekitar Mulyosari, Bhaskara, sering terdampak mati sama sekali, Alhamdulillah dibantu tangki PDAM, namun mohon pihak PDAM mengecek kembali karena bbrp hari ini mati lagi, di depan gang Mulyosari BPD ada galian yang mangkrak berhari-hari (menurut kesaksian pedagang sekitar ada aliran listrik aktif dalam galian) tolong ditindak lanjuti  pihak-pihak yang terkait, izin pak @ericahyadi_ , @pdamsuryasembada , @ptbumindosakti , @pln123_official , @surabayapunyainfo , @surabayapunyacerita , @wargakusurabaya","proyek parit alias drainase mulyosari estimasi pengerjaan molor sampai masuk , aliran air warga mulyosari , bhaskara , dampak mati sekali , alhamdulillah bantu tangki pdam , mohon pdam cek","proyek parit alias drainase mulyosari estimasi kerja molor sampai masuk , alir air warga mulyosari , bhaskara , dampak mati sekali , alhamdulillah bantu tangki pdam , mohon pdam cek",Air Tidak Mengalir,Lainnya,0.3197463431685873
14552,"Ya Pak Air ku wes mati sudah seminggu ini 😢 Tp tetangga Kanan/Kiri Ku Nyala dengan sempurna (siang, malam) ak hanya malam saja pak 😭😭Semoga Cepat selesai perbaikan nya pak","tapi tetangga kanan kiri ku hidup sempurna siang , malam malam moga cepat selesai perbaikan nya","tapi tetangga kanan kiri ku hidup sempurna siang , malam malam moga cepat selesai baik nya",Air Tidak Mengalir,Lainnya,0.3813221165664973
14563,Mohon maaf daerah dk.kupang dan sekitarx juga sekarang nyala airx kecil meski mlm hari  tapi tagihan semakin menyala jumlahx. Apalagi semenjak banyaknyaa pekerjaan gorong2 dimana2,tapi tagihan menyala . semenjak banyak pekerjaan gorong-gorong,tapi tagih nyala . semenjak banyak kerja gorong-gorong,Harga,Air Tidak Mengalir,0.5176924325551717
14573,"Daerah petemon dr subuh smpe skg airnya mati.apa ndak ada solusi,krn tidak semua warga punya tandon air.",karena tidak warga tandon air .,karena tidak warga tandon air .,Lainnya,Pelayanan,0.48184530428637773
14731,"Negara lain sudah bikin teknologi canggih, disini masih disibukkan huru hara pemadaman akibat pengerjaan pipa. Belajar noh dr negara lain. Payah emang Pdam. Kita bayar telat kena denda, tp dia sendiri pelayanan kyk gini. Coba bayangin klo misal ada Ibu2 abis lahiran atau ada yg mens hari pertama butuh bolak balik ke KM. Tolong dong dipikir.",tapi pelayanan gini . coba bayang ada ibu habis lahir ada mens butuh berkali kali . pikir .,tapi layan gin . coba bayang ada ibu habis lahir ada mens butuh kali kali . pikir .,Pelayanan,Lainnya,0.4646644145399169
14760,"@fransiskayohanamon air cuma nyala di jam 22.00 sampai 04.30...giimana ini PDAM @pdamsuryasembada . Saya sudah lapor by WA, tapi sampai skrng air masih susah",tapi sampai sekarang air susah,tapi sampai sekarang air susah,Air Tidak Mengalir,Pelayanan,0.7513820389513857
14784,"@ericahyadi_  sampek kapan pak banyu PDAM mambu banyu Got.... Surabaya utara, tambak wedi baru, jeneng e PDAM tapi kok gak koyok PDAM banyune..",tapi tidak pdam airnya .,tapi tidak pdam air .,Air Tidak Mengalir,Lainnya,0.497281128562319
14797,"Pagi min, simo Mulyo baru dari kmarin air mati , per jam ini jg masih mati , padahal tidak ada pemberitahuan, bagaimana ?","padahal tidak ada pemberitahuan , ?","padahal tidak ada pemberitahuan , ?",Pelayanan,Air Tidak Mengalir,0.5837273703990696
14837,"Dari pulang kerja sampe mau kerja g nyala, trus gunanya di rumah ngapain? Klo gada ait",sedang apa ? gaada air,sedang apa ? gaada air,Air Tidak Mengalir,Lainnya,0.801397094254421
14852,"Ga Surabaya Barat tok Pak , Surabaya Utara daerah rumah ku ( Sidotopo Wetan) sdh 5 harian ini air tidak keluar pagi, siang , sore tetapi tetangga kanan/kiri saya keluar dan sudah saya pastika sebelum saya tlp petugas PDAM kemarin Selasa tanggal 24 September 2024. petugas datang ngecek dilokasi ternyata debit air dirumah ku tidak ada. Tetapi Yang Saya Tanyakan kenapa Tetangga Kanan/Kiri ada Debit air rumahku Saja Tidak Pakkk??? Dari dulu komplain tidak ada penyelesesaian... Tolong donk pak untuk kwalitas airnya diperbaiki ?? Susah ga ada air 😢 Terima kasih 🙏","ga surabaya barat tok , surabaya utara daerah rumah ku sidotopo wetan sudah harian air tidak keluar pagi , siang , sore","ga surabaya barat tok , surabaya utara daerah rumah ku sidotopo wetan sudah hari air tidak keluar pagi , siang , sore",Air Tidak Mengalir,Lainnya,0.44248417631630116
14852,"Ga Surabaya Barat tok Pak , Surabaya Utara daerah rumah ku ( Sidotopo Wetan) sdh 5 harian ini air tidak keluar pagi, siang , sore tetapi tetangga kanan/kiri saya keluar dan sudah saya pastika sebelum saya tlp petugas PDAM kemarin Selasa tanggal 24 September 2024. petugas datang ngecek dilokasi ternyata debit air dirumah ku tidak ada. Tetapi Yang Saya Tanyakan kenapa Tetangga Kanan/Kiri ada Debit air rumahku Saja Tidak Pakkk??? Dari dulu komplain tidak ada penyelesesaian... Tolong donk pak untuk kwalitas airnya diperbaiki ?? Susah ga ada air 😢 Terima kasih 🙏",tetapi tetangga kanan kiri keluar sudah telepon petugas pdam tanggal september . petugas datang cek lokasi debit air rumah ku tidak ada .,tetapi tetangga kanan kiri keluar sudah telepon tugas pdam tanggal september . tugas datang cek lokasi debit air rumah ku tidak ada .,Pelayanan,Air Tidak Mengalir,0.3347494017034308
14852,"Ga Surabaya Barat tok Pak , Surabaya Utara daerah rumah ku ( Sidotopo Wetan) sdh 5 harian ini air tidak keluar pagi, siang , sore tetapi tetangga kanan/kiri saya keluar dan sudah saya pastika sebelum saya tlp petugas PDAM kemarin Selasa tanggal 24 September 2024. petugas datang ngecek dilokasi ternyata debit air dirumah ku tidak ada. Tetapi Yang Saya Tanyakan kenapa Tetangga Kanan/Kiri ada Debit air rumahku Saja Tidak Pakkk??? Dari dulu komplain tidak ada penyelesesaian... Tolong donk pak untuk kwalitas airnya diperbaiki ?? Susah ga ada air 😢 Terima kasih 🙏",tetapi tetangga kanan kiri ada debit air rumah tidak pakkk ? komplain tidak ada selesai . kualitas air perbaiki ? susah ga ada air terima kasih,tetapi tetangga kanan kiri ada debit air rumah tidak pakkk ? komplain tidak ada selesai . kualitas air baik ? susah ga ada air terima kasih,Air Tidak Mengalir,Pelayanan,0.2914720072212879
14893,@endahw12 gak mungkin di respon. Karena pengaduan hanya dilayani robot tdk ada SDM mangkane podo gak duwe Ati gak isok mikir,tidak mungkin respon .,tidak mungkin respon .,Pelayanan,Air Tidak Mengalir,0.5003760609690644
14906,"Lancar,,tapi klo tidak disedot Yo gak Munggah 😂😂","lancar ,","lancar ,",Lainnya,Harga,0.7178934612698848
14930,"Iya bener Lancar..tp boong😂 nek gak gawe sanyo yo gak metu, mambu got sisan banyune 😢",benar lancar .,benar lancar .,Lainnya,Harga,0.7127772798530557
14930,"Iya bener Lancar..tp boong😂 nek gak gawe sanyo yo gak metu, mambu got sisan banyune 😢","tapi bohong tidak kerja pompa air tidak keluar , bau got airnya","tapi bohong tidak kerja pompa air tidak keluar , bau got air",Air Tidak Mengalir,Air Kotor/Bau,0.3667166960140694
14932,"Pret lancar apaan. Air di wilayah saya mulai tadi sore jam 15.30 tidak mengalir. Saya udah hub pdam mulai dari wa pengaduan, telpon, aplikasi dan IG semua tidak di gubris. Gimana nih pdam? Katanya memberikan pelayanan terbaik. Mana buktinya? Orang kalau telat bayar  di denda. Tapi pelayanan nya buruk sekali. Saya tunggu respon nya. Terima kasih","pret lancar . air wilayah sore jam . tidak mengalir . sudah hub pdam whatsapp pengaduan , telepon , aplikasi instagram tidak gubris . pdam ? katanya pelayanan terbaik . bukti ? terlambat bayar denda .","pret lancar . air wilayah sore jam . tidak alir . sudah hub pdam whatsapp adu , telepon , aplikasi instagram tidak gubris . pdam ? kata layan baik . bukti ? lambat bayar denda .",Air Tidak Mengalir,Pelayanan,0.2729501836873752
14937,"PDAM Jambangan khususnya rumah ku tiap jam 2 sampe jam 4 an airnya kuweruh sampe ada tanah2nya plek kyk kopi susu. Dikiro emak2 blm bangun kali ya jam segitu. Padahal emak2 jam 3 ablm subuh sudah nyalakan mesin cuci, masak... lha klo airnya keruh apa bs dipake? bayar PDAM ontime lho kita dan pernah bln Juni naik 300rb padahal tiap bulannyamentok 120rb 150rb. Duh pole curhat iki",pdam jambangan rumah ku jam sampai jam air keruh sampai ada tanah plek kopi susu . kira emak belum bangun jam segitu .,pdam jambang rumah ku jam sampai jam air keruh sampai ada tanah plek kopi susu . kira emak belum bangun jam segitu .,Lainnya,Air Tidak Mengalir,0.3106733886296098
14937,"PDAM Jambangan khususnya rumah ku tiap jam 2 sampe jam 4 an airnya kuweruh sampe ada tanah2nya plek kyk kopi susu. Dikiro emak2 blm bangun kali ya jam segitu. Padahal emak2 jam 3 ablm subuh sudah nyalakan mesin cuci, masak... lha klo airnya keruh apa bs dipake? bayar PDAM ontime lho kita dan pernah bln Juni naik 300rb padahal tiap bulannyamentok 120rb 150rb. Duh pole curhat iki","padahal emak jam belum subuh sudah nyala mesin cuci , masak . lha air keruh pakai ? bayar pdam loh naik","padahal emak jam belum subuh sudah nyala mesin cuci , masak . lha air keruh pakai ? bayar pdam loh naik",Air Kotor/Bau,Air Tidak Mengalir,0.23316014760990134
14937,"PDAM Jambangan khususnya rumah ku tiap jam 2 sampe jam 4 an airnya kuweruh sampe ada tanah2nya plek kyk kopi susu. Dikiro emak2 blm bangun kali ya jam segitu. Padahal emak2 jam 3 ablm subuh sudah nyalakan mesin cuci, masak... lha klo airnya keruh apa bs dipake? bayar PDAM ontime lho kita dan pernah bln Juni naik 300rb padahal tiap bulannyamentok 120rb 150rb. Duh pole curhat iki",padahal . aduh curhat,padahal . aduh curhat,Harga,Air Tidak Mengalir,0.45212720984602256
14978,"@pdamsuryasembada aku udah ngadu di By WA, tpi masih sama aja tuh,","sudah mengadu whatsapp ,","sudah adu whatsapp ,",Pelayanan,Air Tidak Mengalir,0.500837088839652
14984,"Mohon pencerahan nya min. Sudah selesai apa belum perbaikan nya. Tau gitu gak saya bayar. Telat bayar di denda. Tapi air keruh. Hanis ini nyala pasti air keruh. Saya sudah sering pengaduan lewat wa ,rrspon hanya mesin robort. Percuma saja buat call center gak guna",mohon pencerahan nya admin . sudah selesai belum perbaikan nya . tidak bayar . terlambat bayar denda .,mohon cerah nya admin . sudah selesai belum baik nya . tidak bayar . lambat bayar denda .,Harga,Air Tidak Mengalir,0.4013850210184606
15013,"@pdamsuryasembada terima kasih atas fast responnya, iya kmarin hampir 2jam br hidup, hanya MOHON UNTUK RUTIN INFOKAN PADA MASYARAKAT BUKAN HANYA DI AKUN PDAMSURYASEMBADA NAMUN JUGA PADA AKUN SOSMED KANTOR CAMAT/KELURAHAN DAERAH YG AKAN DAPAT GILIRAN/ADA PERBAIKAN PIPA PDAM MESKIPUN ITU KEJADIAN DADAKAN/TIDAK TERDUGA DAN TIDAK TERLIST DALAM AGENDA INSTANSI PDAM, aAGAR KAMI BISA PREPARE YG TIDAK PUNYA TANDON , terima kasih","akan giliran ada perbaikan pipa pdam meskipun kejadian dadakan tidak terduga tidak daftar dalam agenda instansi pdam , siap-siap tidak tandon , terima kasih","akan gilir ada baik pipa pdam meski jadi dada tidak duga tidak daftar dalam agenda instansi pdam , siap tidak tandon , terima kasih",Pelayanan,Lainnya,0.2536333206281948
15032,"@pdamsuryasembada Min, sy sdh dftar lewat Aplikasi CIS, smua dokumen & persyaratan sdh terpenuhi, sdh di ACC, sdh dpt no.pendaftaran & sdh di survey lokasi. Lalu sy cb untuk cek berkala di Aplikasi CIS  tertera biaya Rp 600.000, pdahal daya listrik rmh sy yaitu 900 watt. Mengacu pada postingan di ig, bhwa ada promo pasang baru / PSB-SR periode diperpanjang hingga 31 Des 2024. Kok yg dikenakan tarif kpd sy tdk sesuai dg promo yg ada ya Min? Mohon informasinya","admin , sudah daftar aplikasi cis , smua dokumen persyaratan sudah terpenuhi , sudah setuju , sudah . pendaftaran sudah survey lokasi .","admin , sudah daftar aplikasi cis , smua dokumen syarat sudah penuh , sudah tuju , sudah . daftar sudah survey lokasi .",Pelayanan,Lainnya,0.40290706834456386
15122,@pdamsuryasembada tolong dengan hormat di cek kembali apa benar pengumuman ini!!!!!!!!!!! Karena kalijaran yg dekat made aja belum juga mengalir airnya,hormat cek benar pengumuman !,hormat cek benar umum !,Lainnya,Harga,0.42039990643894426
15152,"Kuwukan setiap pagi sama sore kenapa mati terus min? Matinya langganan loh, susah mau ngapa-ngapain kalo gak ada air gini.",sedang apa tidak ada air gini .,sedang apa tidak ada air gin .,Air Tidak Mengalir,Lainnya,0.7341950915890512
15155,Mosok seng bocor kebraon tapi Pradah Kalikendal gak mili blas banyune sedino full,bocor kebraon,bocor kebraon,Kebocoran,Air Tidak Mengalir,0.42959968205242094
15157,"Hallo min, saya laporan sudah ada 2harian tapi kok gak ada respon yah? Ini air kok mati sdh 2harian, saya lokasi di hr muhammad. Ada apa dengan PDAM ya?","halo admin , laporan sudah ada harian","halo admin , lapor sudah ada hari",Pelayanan,Lainnya,0.45360510697921874
15157,"Hallo min, saya laporan sudah ada 2harian tapi kok gak ada respon yah? Ini air kok mati sdh 2harian, saya lokasi di hr muhammad. Ada apa dengan PDAM ya?","tapi tidak ada respon ? air mati sudah harian , lokasi muhammad . ada pdam ?","tapi tidak ada respon ? air mati sudah hari , lokasi muhammad . ada pdam ?",Air Tidak Mengalir,Pelayanan,0.3916905530561632
15173,"Kalo aku alhamdulillah tadi masih nyala kak kuwecil pol dr siang sampe sore jam set 5, terus mati pet sampe skrg.. mana kontrakanku gaada bak mandinya lagi, ga bisa nampung air😅 Untung tadi sempet wudhu pas set 5 itu sholat ashar, jaga wudhu sampe maghrib. Nah skrg bingung kebelet tapi gaada air😅",tapi tidak ada air,tapi tidak ada air,Air Tidak Mengalir,Lainnya,0.6006525211661283
15194,"Min, tanya dong, kenapa pdam surabaya pembayaran tagihannya mesti pakai periode? Saya masuk periode 2 pas bayar di awal bulan malah kena denda 😅, padahal kalau bayar berbagai tagihan di awal bulan bisa sering dapet promo lewat toped/shopee atau kartu debit/kredit, sementara kalau bayar di tengah bulan sering kali ampas ga dapet promo apa apa 😢, jadi nomer pelanggan pdam nya bisa pindah periode kah? Supaya management pembayaran tagihan saya juga bisa rapih, di awal bulan bisa barengan bayar PLN, PDAM, dan internet. Sistem IT kan semakin canggih min, mestinya tinggal perintah aja kan programmer atau kepala bidang IT nya untuk penyesuaian, Panggil juga @ini_surabaya @surabayaterkini @surabaya @aslisuroboyo @lovesuroboyo biar viral karena ini terlihat sepele tapi berpotensi merugikan konsumen, karena tidak pernah diberitahu apakah nomer pelanggan nya masuk ke periode 1 atau masuk ke periode 2, sehingga pada saat pembayaran tagihan di awal bulan banyak konsumen yang tidak sadar ternyata bulanannya sudah termasuk tunggakan & denda yang tidak tampil secara terang terangan di aplikasi 👏","admin , , pdam surabaya pembayaran tagihan mesti pakai periode ? masuk periode pas bayar awal kena denda ,","admin , , pdam surabaya bayar tagih mesti pakai periode ? masuk periode pas bayar awal kena denda ,",Harga,Pemakaian,0.4686790707075724
