comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
17001,"Pie iki min min wes 24 jam lhooo bosque , wes tumbas banyu isi ulang 50rb , trus mne krjo e pieeeee??? Mengsedihkann 😢😢","admin admin sudah jam , sudah tumbas air isi ulang ,","['admin', 'admin', 'sudah', 'jam', ',', 'sudah', 'tumbas', 'air', 'isi', 'ulang', ',']","admin admin sudah jam , sudah tumbas air isi ulang ,",Lainnya,Lainnya,0.482807274762192
17001,"Pie iki min min wes 24 jam lhooo bosque , wes tumbas banyu isi ulang 50rb , trus mne krjo e pieeeee??? Mengsedihkann 😢😢",lalu kerja nya ? sedih,"['lalu', 'kerja', 'nya', '?', 'sedih']",lalu kerja nya ? sedih,Lainnya,Lainnya,0.5623249214119699
17053,"@risna.etoday menyepelehkan ancene , lah estimasi e lek sampek seminggu engkas piye yo mbak? Mosok kene dikongkon raup ambek lemah budal kerjo gak ados masak yo gaisok. Padahal kene mbayar gatau telat 🔥",". etoday sepele memang , estimasi nya sampai seminggu mbak ? suruh raup lemah berangkat kerja tidak mandi masak tidak bisa .","['.', 'etoday', 'sepele', 'memang', ',', 'estimasi', 'nya', 'sampai', 'seminggu', 'mbak', '?', 'suruh', 'raup', 'lemah', 'berangkat', 'kerja', 'tidak', 'mandi', 'masak', 'tidak', 'bisa', '.']",". etoday sepele memang , estimasi nya sampai minggu mbak ? suruh raup lemah berangkat kerja tidak mandi masak tidak bisa .",Air Tidak Mengalir,Air Tidak Mengalir,0.3440165425377741
17053,"@risna.etoday menyepelehkan ancene , lah estimasi e lek sampek seminggu engkas piye yo mbak? Mosok kene dikongkon raup ambek lemah budal kerjo gak ados masak yo gaisok. Padahal kene mbayar gatau telat 🔥",padahal membayar ga pernah terlambat,"['padahal', 'membayar', 'ga', 'pernah', 'terlambat']",padahal bayar ga pernah lambat,Harga,Lainnya,0.47314077634692475
17067,"Daerah Kupang Krajan kok mati pdhl gada di list ? Pdam gtau telat bayar lo pdhl , info sek kudue lek mati banyune . Merugikan",daerah kupang krajan mati,"['daerah', 'kupang', 'krajan', 'mati']",daerah kupang krajan mati,Air Tidak Mengalir,Air Tidak Mengalir,0.49388539140139026
17067,"Daerah Kupang Krajan kok mati pdhl gada di list ? Pdam gtau telat bayar lo pdhl , info sek kudue lek mati banyune . Merugikan",padahal gaada daftar ? pdam tidak tahu terlambat bayar,"['padahal', 'gaada', 'daftar', '?', 'pdam', 'tidak', 'tahu', 'terlambat', 'bayar']",padahal gaada daftar ? pdam tidak tahu lambat bayar,Harga,Lainnya,0.42620690011021156
17067,"Daerah Kupang Krajan kok mati pdhl gada di list ? Pdam gtau telat bayar lo pdhl , info sek kudue lek mati banyune . Merugikan","padahal , informasi mati airnya . merugikan","['padahal', ',', 'informasi', 'mati', 'airnya', '.', 'merugikan']","padahal , informasi mati air . rugi",Air Tidak Mengalir,Air Tidak Mengalir,0.43682067756955084
17071,@diiankha29 Tegalsari pusat tengah kota deket TP.. Smua mati daerah sni,tegalsari pusat kota,"['tegalsari', 'pusat', 'kota']",tegalsari pusat kota,Lainnya,Lainnya,0.49434133523330126
17071,@diiankha29 Tegalsari pusat tengah kota deket TP.. Smua mati daerah sni,tapi . smua mati daerah,"['tapi', '.', 'smua', 'mati', 'daerah']",tapi . smua mati daerah,Air Tidak Mengalir,Lainnya,0.486769059333074
17089,"@pdamsuryasembada, sampai kapan air kami belum menyala, apakah proyek yg dianggap resties oleh pemkot surabaya @ericahyadi_ harus mengorbankan setengah warga kota surabaya, masih teringat proyek museum di Balai kota sama persis seperti sekarang air PDAM mati selama 2 hari sehingga mengganggu setengah warga kota surabaya, padahal proyek museum belum banyak warga yg menikmatinya, tolong dipikirkan kembali mekanisme proyek yg akan merugikan warga kota surabaya, terima kasih",", sampai kapan air belum menyala , proyek anggap pemerintah kota surabaya harus mengorbankan warga kota surabaya , proyek museum balai kota persis sekarang air pdam mati mengganggu warga kota surabaya ,","[',', 'sampai', 'kapan', 'air', 'belum', 'menyala', ',', 'proyek', 'anggap', 'pemerintah', 'kota', 'surabaya', 'harus', 'mengorbankan', 'warga', 'kota', 'surabaya', ',', 'proyek', 'museum', 'balai', 'kota', 'persis', 'sekarang', 'air', 'pdam', 'mati', 'mengganggu', 'warga', 'kota', 'surabaya', ',']",", sampai kapan air belum nyala , proyek anggap perintah kota surabaya harus korban warga kota surabaya , proyek museum balai kota persis sekarang air pdam mati ganggu warga kota surabaya ,",Lainnya,Lainnya,0.533807354292248
17089,"@pdamsuryasembada, sampai kapan air kami belum menyala, apakah proyek yg dianggap resties oleh pemkot surabaya @ericahyadi_ harus mengorbankan setengah warga kota surabaya, masih teringat proyek museum di Balai kota sama persis seperti sekarang air PDAM mati selama 2 hari sehingga mengganggu setengah warga kota surabaya, padahal proyek museum belum banyak warga yg menikmatinya, tolong dipikirkan kembali mekanisme proyek yg akan merugikan warga kota surabaya, terima kasih","padahal proyek museum belum banyak warga nikmat , pikir mekanisme proyek","['padahal', 'proyek', 'museum', 'belum', 'banyak', 'warga', 'nikmat', ',', 'pikir', 'mekanisme', 'proyek']","padahal proyek museum belum banyak warga nikmat , pikir mekanisme proyek",Lainnya,Lainnya,0.3343508217487234
17089,"@pdamsuryasembada, sampai kapan air kami belum menyala, apakah proyek yg dianggap resties oleh pemkot surabaya @ericahyadi_ harus mengorbankan setengah warga kota surabaya, masih teringat proyek museum di Balai kota sama persis seperti sekarang air PDAM mati selama 2 hari sehingga mengganggu setengah warga kota surabaya, padahal proyek museum belum banyak warga yg menikmatinya, tolong dipikirkan kembali mekanisme proyek yg akan merugikan warga kota surabaya, terima kasih","akan merugikan warga kota surabaya , terima kasih","['akan', 'merugikan', 'warga', 'kota', 'surabaya', ',', 'terima', 'kasih']","akan rugi warga kota surabaya , terima kasih",Lainnya,Lainnya,0.475810811002803
17094,"@pdamsuryasembada walah wes percuma, di telfon yo gaisok trus haha. 😂","walah sudah , telepon tidak bisa","['walah', 'sudah', ',', 'telepon', 'tidak', 'bisa']","walah sudah , telepon tidak bisa",Pelayanan,Pemasangan,0.5147455660801914
17094,"@pdamsuryasembada walah wes percuma, di telfon yo gaisok trus haha. 😂",lalu tertawa .,"['lalu', 'tertawa', '.']",lalu tertawa .,Lainnya,Lainnya,0.823061332552903
17100,"Daerah banyu urip mati dari pagi sampai sore ini belum nyala juga, mohon maaf sangat terganggu karena segala aktivitas terhenti tolong diupayakan supaya bisa nyala lagi dan tidak menghambat aktivitas warga lain yang terdampak juga","daerah air hidup mati pagi sampai sore belum hidup , mohon maaf sangat terganggu","['daerah', 'air', 'hidup', 'mati', 'pagi', 'sampai', 'sore', 'belum', 'hidup', ',', 'mohon', 'maaf', 'sangat', 'terganggu']","daerah air hidup mati pagi sampai sore belum hidup , mohon maaf sangat ganggu",Air Tidak Mengalir,Air Tidak Mengalir,0.5146569061551888
17100,"Daerah banyu urip mati dari pagi sampai sore ini belum nyala juga, mohon maaf sangat terganggu karena segala aktivitas terhenti tolong diupayakan supaya bisa nyala lagi dan tidak menghambat aktivitas warga lain yang terdampak juga",karena aktivitas terhenti hidup tidak menghambat aktivitas warga dampak,"['karena', 'aktivitas', 'terhenti', 'hidup', 'tidak', 'menghambat', 'aktivitas', 'warga', 'dampak']",karena aktivitas henti hidup tidak hambat aktivitas warga dampak,Lainnya,Lainnya,0.38624654657001944
17116,"Kelurahan Tegalsari mati min padahal gaono nak list loh, paling ga tlong diinfo sakdurunge lek onok gangguan iku.",kelurahan tegalsari mati admin,"['kelurahan', 'tegalsari', 'mati', 'admin']",lurah tegalsari mati admin,Air Tidak Mengalir,Air Tidak Mengalir,0.6039624223474258
17116,"Kelurahan Tegalsari mati min padahal gaono nak list loh, paling ga tlong diinfo sakdurunge lek onok gangguan iku.","padahal ada nak daftar loh , paling ga informasi sakdurunge ada gangguan .","['padahal', 'ada', 'nak', 'daftar', 'loh', ',', 'paling', 'ga', 'informasi', 'sakdurunge', 'ada', 'gangguan', '.']","padahal ada nak daftar loh , paling ga informasi sakdurunge ada ganggu .",Lainnya,Lainnya,0.4723068121877821
17147,ESTIMAS 6 JAM TP INI UDH MAU 24JAM,estimasi jam,"['estimasi', 'jam']",estimasi jam,Air Tidak Mengalir,Air Tidak Mengalir,1.0
17147,ESTIMAS 6 JAM TP INI UDH MAU 24JAM,tapi sudah jam,"['tapi', 'sudah', 'jam']",tapi sudah jam,Lainnya,Lainnya,0.7637844472767701
17157,@pdamsuryasembada mati lagi min 😅 dan mohon info yang luas jika ada perbaikan seperti ini min 2 lah min karena sekarang informasi mudah didapatkan,mati admin mohon informasi luas ada perbaikan admin admin,"['mati', 'admin', 'mohon', 'informasi', 'luas', 'ada', 'perbaikan', 'admin', 'admin']",mati admin mohon informasi luas ada baik admin admin,Air Tidak Mengalir,Air Tidak Mengalir,0.487970086453947
17157,@pdamsuryasembada mati lagi min 😅 dan mohon info yang luas jika ada perbaikan seperti ini min 2 lah min karena sekarang informasi mudah didapatkan,karena sekarang informasi mudah,"['karena', 'sekarang', 'informasi', 'mudah']",karena sekarang informasi mudah,Pelayanan,Air Tidak Mengalir,0.3357812275922891
17161,@foryoursneakers sudah kk tp memang air keluarnya kecil,sudah kakak,"['sudah', 'kakak']",sudah kakak,Lainnya,Lainnya,1.0
17161,@foryoursneakers sudah kk tp memang air keluarnya kecil,tapi memang air keluar kecil,"['tapi', 'memang', 'air', 'keluar', 'kecil']",tapi memang air keluar kecil,Air Tidak Mengalir,Air Tidak Mengalir,0.7012745675218554
17184,"Kel peneleh kok ikut mati air nya pdhl ga ada dlm list, sampai jm brp ini nyalanya? Kok bikin masyarakat susah aja ini",kelurahan peneleh mati air nya,"['kelurahan', 'peneleh', 'mati', 'air', 'nya']",lurah teh mati air nya,Air Tidak Mengalir,Air Tidak Mengalir,0.5193074894277852
17184,"Kel peneleh kok ikut mati air nya pdhl ga ada dlm list, sampai jm brp ini nyalanya? Kok bikin masyarakat susah aja ini","padahal ga ada dalam daftar , sampai jam hidup ? bikin masyarakat susah","['padahal', 'ga', 'ada', 'dalam', 'daftar', ',', 'sampai', 'jam', 'hidup', '?', 'bikin', 'masyarakat', 'susah']","padahal ga ada dalam daftar , sampai jam hidup ? bikin masyarakat susah",Lainnya,Lainnya,0.5560224011148551
17194,"@jih.tanjung wes ngunu nek telat, dendane naudzubillah 😑😑😑 tapi mota mati ae. Gak onok pemberitahuan pisan.",". tanjung sudah terlambat , denda","['.', 'tanjung', 'sudah', 'terlambat', ',', 'denda']",". tanjung sudah lambat , denda",Harga,Harga,0.3898001449944721
17194,"@jih.tanjung wes ngunu nek telat, dendane naudzubillah 😑😑😑 tapi mota mati ae. Gak onok pemberitahuan pisan.",tapi mati mati aja . tidak ada pemberitahuan sangat .,"['tapi', 'mati', 'mati', 'aja', '.', 'tidak', 'ada', 'pemberitahuan', 'sangat', '.']",tapi mati mati aja . tidak ada pemberitahuan sangat .,Air Tidak Mengalir,Air Tidak Mengalir,0.5458611576679699
17199,Ini yg gangguan di daerah mana saja yaa?? Koq yg di sekitaran jaksa agung juga mati.. call center di telp sibuk trus ga ada yg angkat.. ga pake pemberitahuan asal langsung di matiin aja.. @pdamsuryasembada @pdamsuryasembada,gangguan daerah ? sekitaran jaksa agung mati . call center telepon sibuk,"['gangguan', 'daerah', '?', 'sekitaran', 'jaksa', 'agung', 'mati', '.', 'call', 'center', 'telepon', 'sibuk']",ganggu daerah ? sekitar jaksa agung mati . call center telepon sibuk,Pelayanan,Pelayanan,0.6164866306311227
17199,Ini yg gangguan di daerah mana saja yaa?? Koq yg di sekitaran jaksa agung juga mati.. call center di telp sibuk trus ga ada yg angkat.. ga pake pemberitahuan asal langsung di matiin aja.. @pdamsuryasembada @pdamsuryasembada,lalu ga ada angkat . ga pakai pemberitahuan mati .,"['lalu', 'ga', 'ada', 'angkat', '.', 'ga', 'pakai', 'pemberitahuan', 'mati', '.']",lalu ga ada angkat . ga pakai pemberitahuan mati .,Pelayanan,Lainnya,0.38284291772215634
17210,@pdamsuryasembada alhamdulillah kak td mlm sdh ada petugas yg dtg benerin pipa yg bocor smp td pagi... Sekarang air sdh mengalir tp msh kecil..makasih ❤️,alhamdulillah kakak malam sudah ada petugas datang perbaiki pipa bocor sampai pagi . sekarang air sudah mengalir,"['alhamdulillah', 'kakak', 'malam', 'sudah', 'ada', 'petugas', 'datang', 'perbaiki', 'pipa', 'bocor', 'sampai', 'pagi', '.', 'sekarang', 'air', 'sudah', 'mengalir']",alhamdulillah kakak malam sudah ada tugas datang baik pipa bocor sampai pagi . sekarang air sudah alir,Kebocoran,Kebocoran,0.3744757610317046
17210,@pdamsuryasembada alhamdulillah kak td mlm sdh ada petugas yg dtg benerin pipa yg bocor smp td pagi... Sekarang air sdh mengalir tp msh kecil..makasih ❤️,tapi kecil . terima kasih,"['tapi', 'kecil', '.', 'terima', 'kasih']",tapi kecil . terima kasih,Lainnya,Lainnya,0.5943569419411804
17217,ini sdh hampir jam 14.00 tp air belum keluar juga,sudah hampir jam .,"['sudah', 'hampir', 'jam', '.']",sudah hampir jam .,Air Tidak Mengalir,Air Tidak Mengalir,0.6793378726163082
17217,ini sdh hampir jam 14.00 tp air belum keluar juga,tapi air belum keluar,"['tapi', 'air', 'belum', 'keluar']",tapi air belum keluar,Air Tidak Mengalir,Air Tidak Mengalir,0.5595552182198409
17218,@putriindahmegawati seminggu lebih Mbak matine pegel asline komen ndk @pdamsuryasembada tp yaopo eneh wes pasrah Mba ya cuman oleh tangki air gratisan kpn hari diterno,seminggu lebih mbak mati pegal asli komen,"['seminggu', 'lebih', 'mbak', 'mati', 'pegal', 'asli', 'komen']",minggu lebih mbak mati pegal asli komen,Air Tidak Mengalir,Lainnya,0.5012866802362881
17218,@putriindahmegawati seminggu lebih Mbak matine pegel asline komen ndk @pdamsuryasembada tp yaopo eneh wes pasrah Mba ya cuman oleh tangki air gratisan kpn hari diterno,tapi sudah pasrah mbak cuman tangki air gratisan kapan,"['tapi', 'sudah', 'pasrah', 'mbak', 'cuman', 'tangki', 'air', 'gratisan', 'kapan']",tapi sudah pasrah mbak cuman tangki air gratis kapan,Lainnya,Harga,0.47360686507420363
17221,Kelurahan kedungdoro pun mati padahal himbauanya gak ada kelurahan kedungdoro tapi ini knpa mati ya min,kelurahan kedungdoro mati,"['kelurahan', 'kedungdoro', 'mati']",lurah kedungdoro mati,Air Tidak Mengalir,Air Tidak Mengalir,0.81749174177878
17221,Kelurahan kedungdoro pun mati padahal himbauanya gak ada kelurahan kedungdoro tapi ini knpa mati ya min,padahal himbau tidak ada kelurahan kedungdoro,"['padahal', 'himbau', 'tidak', 'ada', 'kelurahan', 'kedungdoro']",padahal himbau tidak ada lurah kedungdoro,Pelayanan,Pelayanan,0.43265189032155943
17221,Kelurahan kedungdoro pun mati padahal himbauanya gak ada kelurahan kedungdoro tapi ini knpa mati ya min,tapi mati admin,"['tapi', 'mati', 'admin']",tapi mati admin,Air Tidak Mengalir,Air Tidak Mengalir,0.7108282852452219
17248,"Kalau peringatan ya gak sehari sebelumnya, kalau bisa seminggu sebelumnya diberitahu dan diberi solusi biar gak kayak gini, estimasi 6 jam tapi proyek belum selesai, banyak pekerja yang butuh air juga, belum cuci piring, belum cuci baju","peringatan tidak sehari , seminggu di beri tahu solusi biar tidak gini , estimasi jam","['peringatan', 'tidak', 'sehari', ',', 'seminggu', 'di', 'beri', 'tahu', 'solusi', 'biar', 'tidak', 'gini', ',', 'estimasi', 'jam']","ingat tidak hari , minggu di beri tahu solusi biar tidak gin , estimasi jam",Pelayanan,Lainnya,0.38948777893267456
17248,"Kalau peringatan ya gak sehari sebelumnya, kalau bisa seminggu sebelumnya diberitahu dan diberi solusi biar gak kayak gini, estimasi 6 jam tapi proyek belum selesai, banyak pekerja yang butuh air juga, belum cuci piring, belum cuci baju","tapi proyek belum selesai , banyak pekerja butuh air , belum cuci piring , belum cuci baju","['tapi', 'proyek', 'belum', 'selesai', ',', 'banyak', 'pekerja', 'butuh', 'air', ',', 'belum', 'cuci', 'piring', ',', 'belum', 'cuci', 'baju']","tapi proyek belum selesai , banyak kerja butuh air , belum cuci piring , belum cuci baju",Air Tidak Mengalir,Air Tidak Mengalir,0.41020638698633777
17254,pak @arifwisnu_c ..tolong anak buahnya dipantau pak. banyak warga terdampak tapi tidak ada respon.,. anak buah pantau . banyak warga dampak,"['.', 'anak', 'buah', 'pantau', '.', 'banyak', 'warga', 'dampak']",. anak buah pantau . banyak warga dampak,Lainnya,Lainnya,0.35036718680462814
17254,pak @arifwisnu_c ..tolong anak buahnya dipantau pak. banyak warga terdampak tapi tidak ada respon.,tapi tidak ada respon .,"['tapi', 'tidak', 'ada', 'respon', '.']",tapi tidak ada respon .,Pelayanan,Lainnya,0.5006471682172837
17265,"Tegalsari juga mati,pdhal tidak ada di list","tegalsari mati ,","['tegalsari', 'mati', ',']","tegalsari mati ,",Air Tidak Mengalir,Air Tidak Mengalir,0.7167576048502124
17265,"Tegalsari juga mati,pdhal tidak ada di list",padahal tidak ada daftar,"['padahal', 'tidak', 'ada', 'daftar']",padahal tidak ada daftar,Air Tidak Mengalir,Air Tidak Mengalir,0.5920478737784889
17276,Pakis gunung ikut mati min padahal gaada di list,pakis gunung mati admin,"['pakis', 'gunung', 'mati', 'admin']",pakis gunung mati admin,Air Tidak Mengalir,Air Tidak Mengalir,1.0000000000000002
17276,Pakis gunung ikut mati min padahal gaada di list,padahal tidak ada daftar,"['padahal', 'tidak', 'ada', 'daftar']",padahal tidak ada daftar,Air Tidak Mengalir,Air Tidak Mengalir,0.5920478737784889
17301,"@pdamsuryasembada percuma call center paling jawaban e podo ae. Minta bantuan tangki pu ga akan bisa dikirim sekarang juga, padahal kita itu perlunya pagi ini juga min",call center paling nya podo aja . bantuan tangki pu ga,"['call', 'center', 'paling', 'nya', 'podo', 'aja', '.', 'bantuan', 'tangki', 'pu', 'ga']",call center paling nya podo aja . bantu tangki pu ga,Pelayanan,Pelayanan,0.2986690855538687
17301,"@pdamsuryasembada percuma call center paling jawaban e podo ae. Minta bantuan tangki pu ga akan bisa dikirim sekarang juga, padahal kita itu perlunya pagi ini juga min","akan kirim sekarang ,","['akan', 'kirim', 'sekarang', ',']","akan kirim sekarang ,",Lainnya,Pelayanan,0.640335346971431
17301,"@pdamsuryasembada percuma call center paling jawaban e podo ae. Minta bantuan tangki pu ga akan bisa dikirim sekarang juga, padahal kita itu perlunya pagi ini juga min",padahal pagi admin,"['padahal', 'pagi', 'admin']",padahal pagi admin,Harga,Harga,0.41481449467545833
17310,"Kelurahan Peneleh Genteng kok mati juga min, padahal tidak ada dilist","kelurahan peneleh genteng mati admin ,","['kelurahan', 'peneleh', 'genteng', 'mati', 'admin', ',']","lurah teh genteng mati admin ,",Air Tidak Mengalir,Air Tidak Mengalir,0.35318201956048073
17310,"Kelurahan Peneleh Genteng kok mati juga min, padahal tidak ada dilist",padahal tidak ada daftar,"['padahal', 'tidak', 'ada', 'daftar']",padahal tidak ada daftar,Air Tidak Mengalir,Air Tidak Mengalir,0.5920478737784889
17314,"Udah minta bantuan dikirim tangki air, jawabannya seperti ini :untuk informasi tersebut terkait bantuan tangki air akan kami sampaikan terlebih dahulu dikarenakan untuk saat ini kami belum mendapatkan informasi estimasi lanjutan terkait perbaikan diwilayah tersebut mohon maaf atas ketidak nyamannya.  Gimana to min, ini air udah abis lho mau nunggu estimasi berapa lama? Kan perlunya sekarang","sudah bantuan kirim tangki air , jawab informasi terkait bantuan tangki air","['sudah', 'bantuan', 'kirim', 'tangki', 'air', ',', 'jawab', 'informasi', 'terkait', 'bantuan', 'tangki', 'air']","sudah bantu kirim tangki air , jawab informasi kait bantu tangki air",Lainnya,Lainnya,0.5305891972396108
17314,"Udah minta bantuan dikirim tangki air, jawabannya seperti ini :untuk informasi tersebut terkait bantuan tangki air akan kami sampaikan terlebih dahulu dikarenakan untuk saat ini kami belum mendapatkan informasi estimasi lanjutan terkait perbaikan diwilayah tersebut mohon maaf atas ketidak nyamannya.  Gimana to min, ini air udah abis lho mau nunggu estimasi berapa lama? Kan perlunya sekarang","akan belum mendapatkan informasi estimasi lanjutan terkait perbaikan wilayah mohon maaf nyaman . kan admin , air sudah habis loh tunggu estimasi lama ? kan sekarang","['akan', 'belum', 'mendapatkan', 'informasi', 'estimasi', 'lanjutan', 'terkait', 'perbaikan', 'wilayah', 'mohon', 'maaf', 'nyaman', '.', 'kan', 'admin', ',', 'air', 'sudah', 'habis', 'loh', 'tunggu', 'estimasi', 'lama', '?', 'kan', 'sekarang']","akan belum dapat informasi estimasi lanjut kait baik wilayah mohon maaf nyaman . kan admin , air sudah habis loh tunggu estimasi lama ? kan sekarang",Air Tidak Mengalir,Lainnya,0.3697443850199751
17345,"Kenapa min kok hari minggu?? Pdhl hari minggu itu kbnyakan libur yg stay dirumah . Klau bisa hari biasa aja min bnyk yg kerja , jdi gk trlalu susah",admin ?,"['admin', '?']",admin ?,Lainnya,Lainnya,1.0
17345,"Kenapa min kok hari minggu?? Pdhl hari minggu itu kbnyakan libur yg stay dirumah . Klau bisa hari biasa aja min bnyk yg kerja , jdi gk trlalu susah","padahal banyak libur tetap rumah . admin banyak kerja , ga susah","['padahal', 'banyak', 'libur', 'tetap', 'rumah', '.', 'admin', 'banyak', 'kerja', ',', 'ga', 'susah']","padahal banyak libur tetap rumah . admin banyak kerja , ga susah",Lainnya,Lainnya,0.31352970316844997
17373,"Sudah 3minggu air di Kuwukan Lontar sambikerep mati, nyala kecil dan sebentar lalu mati lagi. Sudah tlp ke pengaduan berkali2 tp blm juga ada tindakan. Kemarin hanya di cek di pompa induk katanya tidak ada tekanan.  LALU APA TINDAKAN SELANJUTNYA KNP DI SUDAH DITINGGAL BEGITU SAJA? TOLONG DONG SEGERA DI TINDAK LANJUTI!!","sudah air kuwukan lontar sambikerep mati , hidup kecil sebentar","['sudah', 'air', 'kuwukan', 'lontar', 'sambikerep', 'mati', ',', 'hidup', 'kecil', 'sebentar']","sudah air kuwu lontar sambikerep mati , hidup kecil sebentar",Air Tidak Mengalir,Air Tidak Mengalir,0.3536316751898628
17373,"Sudah 3minggu air di Kuwukan Lontar sambikerep mati, nyala kecil dan sebentar lalu mati lagi. Sudah tlp ke pengaduan berkali2 tp blm juga ada tindakan. Kemarin hanya di cek di pompa induk katanya tidak ada tekanan.  LALU APA TINDAKAN SELANJUTNYA KNP DI SUDAH DITINGGAL BEGITU SAJA? TOLONG DONG SEGERA DI TINDAK LANJUTI!!",lalu mati . sudah telepon pengaduan,"['lalu', 'mati', '.', 'sudah', 'telepon', 'pengaduan']",lalu mati . sudah telepon adu,Air Tidak Mengalir,Air Tidak Mengalir,0.38510197685365116
17373,"Sudah 3minggu air di Kuwukan Lontar sambikerep mati, nyala kecil dan sebentar lalu mati lagi. Sudah tlp ke pengaduan berkali2 tp blm juga ada tindakan. Kemarin hanya di cek di pompa induk katanya tidak ada tekanan.  LALU APA TINDAKAN SELANJUTNYA KNP DI SUDAH DITINGGAL BEGITU SAJA? TOLONG DONG SEGERA DI TINDAK LANJUTI!!",tapi belum ada tindakan . cek pompa induk katanya tidak ada tekanan .,"['tapi', 'belum', 'ada', 'tindakan', '.', 'cek', 'pompa', 'induk', 'katanya', 'tidak', 'ada', 'tekanan', '.']",tapi belum ada tindak . cek pompa induk kata tidak ada tekan .,Air Tidak Mengalir,Air Tidak Mengalir,0.38048714965801217
17373,"Sudah 3minggu air di Kuwukan Lontar sambikerep mati, nyala kecil dan sebentar lalu mati lagi. Sudah tlp ke pengaduan berkali2 tp blm juga ada tindakan. Kemarin hanya di cek di pompa induk katanya tidak ada tekanan.  LALU APA TINDAKAN SELANJUTNYA KNP DI SUDAH DITINGGAL BEGITU SAJA? TOLONG DONG SEGERA DI TINDAK LANJUTI!!",lalu tindakan sudah ? tindak !,"['lalu', 'tindakan', 'sudah', '?', 'tindak', '!']",lalu tindak sudah ? tindak !,Pelayanan,Pelayanan,0.3780011776329336
17376,gubeng ngga kecatet tapi air lambat ngga sampe ke belakang kamar mandi  tpi bentar doang,gubeng tidak catat,"['gubeng', 'tidak', 'catat']",gubeng tidak catat,Pemakaian,Pemakaian,0.4290737376468483
17376,gubeng ngga kecatet tapi air lambat ngga sampe ke belakang kamar mandi  tpi bentar doang,tapi air lambat tidak sampai belakang kamar mandi,"['tapi', 'air', 'lambat', 'tidak', 'sampai', 'belakang', 'kamar', 'mandi']",tapi air lambat tidak sampai belakang kamar mandi,Air Tidak Mengalir,Air Kotor/Bau,0.3548987240169249
17376,gubeng ngga kecatet tapi air lambat ngga sampe ke belakang kamar mandi  tpi bentar doang,tapi sebentar,"['tapi', 'sebentar']",tapi sebentar,Lainnya,Lainnya,0.6193162263108858
17390,Semoga cepat selesai pekerjaannya dan airnya juga tdk kotor dan penuh pasir krn aku selalu begitu jd harus pke kain dulu kalau nyalain air uda laporan pun tetep aja cuman bertahan bbrp bulan aja semngat pdam,moga cepat selesai kerja air tidak kotor penuh pasir,"['moga', 'cepat', 'selesai', 'kerja', 'air', 'tidak', 'kotor', 'penuh', 'pasir']",moga cepat selesai kerja air tidak kotor penuh pasir,Lainnya,Lainnya,0.5513998314515363
17390,Semoga cepat selesai pekerjaannya dan airnya juga tdk kotor dan penuh pasir krn aku selalu begitu jd harus pke kain dulu kalau nyalain air uda laporan pun tetep aja cuman bertahan bbrp bulan aja semngat pdam,karena selalu harus kain hidup air sudah laporan tetap cuman bertahan pdam,"['karena', 'selalu', 'harus', 'kain', 'hidup', 'air', 'sudah', 'laporan', 'tetap', 'cuman', 'bertahan', 'pdam']",karena selalu harus kain hidup air sudah lapor tetap cuman tahan pdam,Air Tidak Mengalir,Air Tidak Mengalir,0.4031167382368609
17393,Min di daerah tambak laban ini air nyala biasanya malam padahal 🥲 ini nanti belum nyala malah udah di matikan 🥲😭😭😭 bumil ini min bumil,admin daerah tambak laban air hidup malam,"['admin', 'daerah', 'tambak', 'laban', 'air', 'hidup', 'malam']",admin daerah tambak lab air hidup malam,Air Tidak Mengalir,Lainnya,0.6095775413411908
17393,Min di daerah tambak laban ini air nyala biasanya malam padahal 🥲 ini nanti belum nyala malah udah di matikan 🥲😭😭😭 bumil ini min bumil,padahal belum hidup sudah mati ibu hamil admin ibu hamil,"['padahal', 'belum', 'hidup', 'sudah', 'mati', 'ibu', 'hamil', 'admin', 'ibu', 'hamil']",padahal belum hidup sudah mati ibu hamil admin ibu hamil,Air Tidak Mengalir,Lainnya,0.5694549650269645
17396,"@pdamsuryasembada iyo sabtu min, tapi sampe mene matine banyu","admin ,","['admin', ',']","admin ,",Lainnya,Lainnya,1.0
17396,"@pdamsuryasembada iyo sabtu min, tapi sampe mene matine banyu",tapi sampai besok mati air,"['tapi', 'sampai', 'besok', 'mati', 'air']",tapi sampai besok mati air,Air Tidak Mengalir,Pelayanan,0.5660917245444534
17398,"Tolong dibantu ya pdam, klo ga ada air, ga bisa masak, ga bisa cuci2 piring...krn penting..Terimakasih🙏🙏","bantu pdam , ga ada air , ga masak , ga cuci piring .","['bantu', 'pdam', ',', 'ga', 'ada', 'air', ',', 'ga', 'masak', ',', 'ga', 'cuci', 'piring', '.']","bantu pdam , ga ada air , ga masak , ga cuci piring .",Air Tidak Mengalir,Air Tidak Mengalir,0.37107341717855685
17398,"Tolong dibantu ya pdam, klo ga ada air, ga bisa masak, ga bisa cuci2 piring...krn penting..Terimakasih🙏🙏",karena . terima kasih,"['karena', '.', 'terima', 'kasih']",karena . terima kasih,Lainnya,Lainnya,0.648520772262724
